,gene,sg^Ind1^Rep1^CellType
100,gene-127,-0.005631299675627486
101,gene-128,0.08368091693595409
102,gene-129,-0.021865853386909544
103,gene-130,0.08799950692001
104,gene-131,-0.4464226652303367
105,gene-134,0.14259396016002768
106,gene-135,-0.803043072651885
107,gene-136,0.054441345350902115
108,gene-137,0.37069452263565966
109,gene-138,-0.9800518873370797
110,gene-139,0.04943859431974929
111,gene-140,-0.3658147388622233
112,gene-141,0.27683663864675967
113,gene-142,-0.312770677401076
114,gene-143,-0.07314715557813758
115,gene-145,-0.15071864274976937
116,gene-146,-0.12059045856416259
117,gene-150,-0.02236331272669994
118,gene-151,0.17338411226910116
119,gene-152,-0.1739079604148408
120,gene-153,-0.23906598853979594
121,gene-154,0.4554605219585176
122,gene-156,-0.25916570742202444
123,gene-157,0.04075426561150412
124,gene-158,0.38973641381293694
125,gene-162,-0.11834835281299405
126,gene-163,0.24117781003101865
127,gene-165,0.0661195593755437
128,gene-167,-0.08665909517054621
129,gene-168,0.3365250438608633
130,gene-169,0.00835869484348345
131,gene-173,0.48569311543919724
132,gene-176,0.15021740569918407
133,gene-178,-0.4931298630989679
134,gene-181,0.06283730511644935
135,gene-182,-0.17998999534426469
136,gene-183,0.04022745561452028
137,gene-184,0.03410284018085358
138,gene-185,0.2501835646486121
139,gene-186,0.0630825272454593
140,gene-187,-0.052628764844591606
141,gene-188,0.07941260136969323
142,gene-190,0.15687668871590435
143,gene-191,0.19911457822959724
144,gene-196,0.3989297778338176
145,gene-197,0.06410392332449519
146,gene-198,0.10667428234860671
147,gene-199,0.09704235844203535
148,gene-200,0.6289151126724555
149,gene-201,0.1604756200826607
150,gene-202,-0.33293821061792517
151,gene-204,-0.25174437616172807
152,gene-205,-0.07987919643272436
153,gene-207,0.1799973319117249
154,gene-208,0.0561915533895777
155,gene-209,0.2825774451411682
156,gene-210,-0.479110875249848
157,gene-211,-0.07803105460318711
158,gene-212,-1.1713855255492547
159,gene-213,0.40329659468541834
160,gene-214,-0.00894821799812811
161,gene-215,-0.13569550481417994
162,gene-219,0.09831879549149397
163,gene-221,0.1812177398023458
164,gene-222,0.17073947955825725
165,gene-223,0.02385845754552926
166,gene-225,-0.11350564314177804
167,gene-226,0.09342301521639844
168,gene-227,0.1421142903538452
169,gene-228,0.307151850802075
170,gene-229,0.21842090749252566
171,gene-230,0.09478119381542169
172,gene-231,0.2516352821338578
173,gene-232,-0.23309762206782392
